year,iso_code,country,co2,population,share_co2,share_tmp_ghg,tmp_change_co2,tmp_change_ghg,gdp,kyoto_ratification_year,kyoto_us_ratification_year,paris_ratification_year,kyoto_dummy,kyoto_us_dummy,paris_dummy,time,ln_co2,ln_population,ln_share_co2,ln_share_tmp_ghg,ln_tmp_change_co2,ln_tmp_change_ghg,ln_gdp,zln_co2,zln_population,zln_share_co2,zln_share_tmp_ghg,zln_tmp_change_co2,zln_gdp,Kyoto_and_Paris,None,time_kyoto,time_paris,time_kyoto_us,continent,UN_region,hdicode,development_status,developing,developed,developed_kyoto,developed_paris,developing_kyoto,developing_paris,income,high_income,low_income,high_kyoto,high_paris,low_kyoto,low_paris,hdi_very_high,hdi_high,hdi_medium,hdi_low,h_income,um_income,lm_income,l_income,kyoto_high,paris_high,kyoto_low,paris_low,kyoto_um,paris_um,kyoto_lm,paris_lm,vh_hdi,h_hdi,m_hdi,l_hdi,kyoto_vh,paris_vh,kyoto_h,paris_h,kyoto_m,paris_m,kyoto_l,paris_l,composite_hdi,vh_h,ln_co2_lag1
2004,DNK,Denmark,55.093,5404594,0.192,0.21,0.002,0.003,977366000000.0,2002,2002,2016,1,1,0,15,4.009024481,15.50275989,-1.649739209,-1.560171671,-6.165817934,-5.776353167,27.60812711,0.721951347,0.081383797,0.723670014,0.323725746,0.634730575,0.490303004,0,0,15,0,15,Europe,Northern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.104923408
2005,DNK,Denmark,51.527,5419551,0.174,0.208,0.002,0.003,1024110000000.0,2002,2002,2016,1,1,0,16,3.942107883,15.50552353,-1.748125432,-1.569736546,-6.165817934,-5.776353167,27.65484896,0.696040935,0.082608575,0.685938213,0.319117722,0.634730575,0.503982745,0,0,16,0,16,Europe,Northern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.009024481
2006,DNK,Denmark,59.492,5437421,0.194,0.207,0.002,0.003,1082030000000.0,2002,2002,2016,1,1,0,17,4.085843531,15.50881543,-1.639381789,-1.574553511,-6.165817934,-5.776353167,27.70986132,0.751696033,0.084067464,0.727642157,0.316797075,0.634730575,0.520089874,0,0,17,0,17,Europe,Northern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.942107883
2007,DNK,Denmark,54.698,5461604,0.173,0.206,0.002,0.003,1114490000000.0,2002,2002,2016,1,1,0,18,4.001828974,15.51325308,-1.753885817,-1.579393791,-6.165817934,-5.776353167,27.73941436,0.719165214,0.086034124,0.683729066,0.314465195,0.634730575,0.528742741,0,0,18,0,18,Europe,Northern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.085843531
2008,DNK,Denmark,51.246,5493766,0.16,0.204,0.002,0.003,1147950000000.0,2002,2002,2016,1,1,0,19,3.936639518,15.51912455,-1.831956659,-1.589145209,-6.165817934,-5.776353167,27.76899975,0.693923559,0.08863622,0.653788355,0.3097673,0.634730575,0.537405081,0,0,19,0,19,Europe,Northern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.001828974
2009,DNK,Denmark,48.84,5523168,0.155,0.203,0.002,0.003,1097270000000.0,2002,2002,2016,1,1,0,20,3.888551697,15.52446217,-1.863685209,-1.59405681,-6.165817934,-5.776353167,27.72384811,0.675303736,0.091001722,0.641620235,0.307401061,0.634730575,0.524185081,0,0,20,0,20,Europe,Northern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.936639518
2010,DNK,Denmark,49.179,5547866,0.147,0.202,0.002,0.003,1144640000000.0,2002,2002,2016,1,1,0,21,3.895468736,15.52892391,-1.916642651,-1.598992655,-6.165817934,-5.776353167,27.76610966,0.677982045,0.092979057,0.621310688,0.305023142,0.634730575,0.536558887,0,0,21,0,21,Europe,Northern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.888551697
2011,DNK,Denmark,44.227,5570846,0.128,0.2,0.002,0.003,1167020000000.0,2002,2002,2016,1,1,0,22,3.789337723,15.53305749,-2.05494407,-1.608938037,-6.165817934,-5.776353167,27.78547734,0.636887633,0.094810959,0.568271132,0.300231802,0.634730575,0.542229571,0,0,22,0,22,Europe,Northern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.895468736
2012,DNK,Denmark,39.853,5591912,0.114,0.198,0.002,0.003,1189780000000.0,2002,2002,2016,1,1,0,23,3.685200194,15.53683183,-2.170680022,-1.618983325,-6.165817934,-5.776353167,27.80478658,0.596565108,0.096483656,0.52388559,0.29539233,0.634730575,0.547883146,0,0,23,0,23,Europe,Northern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.789337723
2013,DNK,Denmark,41.755,5615334,0.118,0.196,0.002,0.003,1213360000000.0,2002,2002,2016,1,1,0,24,3.7318216,15.54101163,-2.136223556,-1.629130546,-6.165817934,-5.776353167,27.82441117,0.614617128,0.098336043,0.537099884,0.290503751,0.634730575,0.55362905,0,0,24,0,24,Europe,Northern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.685200194
2014,DNK,Denmark,37.565,5643793,0.106,0.194,0.002,0.003,1239690000000.0,2002,2002,2016,1,1,0,25,3.626075428,15.54606692,-2.243373233,-1.639381789,-6.165817934,-5.776353167,27.84587911,0.573671729,0.100576424,0.496007237,0.285565058,0.634730575,0.559914674,0,0,25,0,25,Europe,Northern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.7318216
2015,DNK,Denmark,35.102,5683698,0.099,0.193,0.002,0.003,1270500000000.0,2002,2002,2016,1,1,0,26,3.558260958,15.55311264,-2.311625838,-1.64454709,-6.165817934,-5.776353167,27.870435,0.547413657,0.103698917,0.469831889,0.283076595,0.634730575,0.567104419,0,0,26,0,26,Europe,Northern Europe,Very High,Developed,0,1,1,0,0,0,High income,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.626075428
2016,DNK,Denmark,36.906,5728198,0.104,0.191,0.002,0.003,1314450000000.0,2002,2002,2016,1,1,1,27,3.608376849,15.56091155,-2.262403303,-1.654958428,-6.165817934,-5.776353167,27.90444071,0.566818759,0.10715521,0.488709073,0.278060773,0.634730575,0.577060987,1,0,27,27,27,Europe,Northern Europe,Very High,Developed,0,1,1,1,0,0,High income,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3.558260958
2017,DNK,Denmark,34.652,5765168,0.096,0.189,0.002,0.003,1365930000000.0,2002,2002,2016,1,1,1,28,3.54535833,15.56734485,-2.342365963,-1.665479303,-6.165817934,-5.776353167,27.94285438,0.542417701,0.110006292,0.458042837,0.27299218,0.634730575,0.588308168,1,0,28,28,28,Europe,Northern Europe,Very High,Developed,0,1,1,1,0,0,High income,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3.608376849
2018,DNK,Denmark,34.602,5793825,0.094,0.188,0.002,0.003,1398300000000.0,2002,2002,2016,1,1,1,29,3.543914374,15.57230325,-2.363397232,-1.670781543,-6.165817934,-5.776353167,27.96627659,0.541858594,0.112203736,0.449977199,0.270437745,0.634730575,0.595165984,1,0,29,29,29,Europe,Northern Europe,Very High,Developed,0,1,1,1,0,0,High income,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3.54535833
2019,DNK,Denmark,30.942,5814619,0.083,0.186,0.002,0.003,1432470000000.0,2002,2002,2016,1,1,1,30,3.432117716,15.57588582,-2.487710577,-1.681471115,-6.165817934,-5.776353167,27.99042462,0.498570419,0.113791443,0.402302167,0.265287879,0.634730575,0.60223631,1,0,30,30,30,Europe,Northern Europe,Very High,Developed,0,1,1,1,0,0,High income,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3.543914374
2020,DNK,Denmark,28.294,5831530,0.081,0.185,0.002,0.003,1438350000000.0,2002,2002,2016,1,1,1,31,3.342653302,15.57878996,-2.512072318,-1.686859059,-6.165817934,-5.776353167,27.99452087,0.463929391,0.115078487,0.39295927,0.262692155,0.634730575,0.603435655,1,0,31,31,31,Europe,Northern Europe,Very High,Developed,0,1,1,1,0,0,High income,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3.432117716
1991,DJI,Djibouti,0.3,631098,0.001,0.003,0.0,0.0,42202415120.0,2002,2002,2016,0,0,0,2,-1.203639527,13.35521644,-6.812445099,-5.776353167,-9.210340372,-9.210340372,24.46574329,-1.296415904,-0.87035559,-1.256263598,-1.707484338,-0.999172229,-0.429759005,0,1,0,0,0,Africa,Eastern Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.213686497
1992,DJI,Djibouti,0.304,626017,0.001,0.003,0.0,0.0,43651973792.0,2002,2002,2016,0,0,0,3,-1.190398684,13.34713281,-6.812445099,-5.776353167,-9.210340372,-9.210340372,24.49951434,-1.291288989,-0.873938061,-1.256263598,-1.707484338,-0.999172229,-0.419871142,0,1,0,0,0,Africa,Eastern Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.203639527
1993,DJI,Djibouti,0.304,614247,0.001,0.003,0.0,0.0,42636578976.0,2002,2002,2016,0,0,0,4,-1.190398684,13.32815241,-6.812445099,-5.776353167,-9.210340372,-9.210340372,24.47597838,-1.291288989,-0.882349715,-1.256263598,-1.707484338,-0.999172229,-0.42676226,0,1,0,0,0,Africa,Eastern Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.190398684
1994,DJI,Djibouti,0.3,626717,0.001,0.003,0.0,0.0,44881672944.0,2002,2002,2016,0,0,0,5,-1.203639527,13.34825036,-6.812445099,-5.776353167,-9.210340372,-9.210340372,24.52729537,-1.296415904,-0.873442787,-1.256263598,-1.707484338,-0.999172229,-0.411737102,0,1,0,0,0,Africa,Eastern Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.190398684
1995,DJI,Djibouti,0.311,633075,0.001,0.003,0.0,0.0,45479123072.0,2002,2002,2016,0,0,0,6,-1.167640875,13.35834418,-6.812445099,-5.776353167,-9.210340372,-9.210340372,24.54051922,-1.282477062,-0.868969452,-1.256263598,-1.707484338,-0.999172229,-0.407865276,0,1,0,0,0,Africa,Eastern Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.203639527
1996,DJI,Djibouti,0.308,648355,0.001,0.003,0.0,0.0,45080073312.0,2002,2002,2016,0,0,0,7,-1.177330873,13.38219366,-6.812445099,-5.776353167,-9.210340372,-9.210340372,24.53170615,-1.286229073,-0.858399935,-1.256263598,-1.707484338,-0.999172229,-0.410445665,0,1,0,0,0,Africa,Eastern Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.167640875
1997,DJI,Djibouti,0.333,671826,0.001,0.003,0.0,0.0,45899664000.0,2002,2002,2016,0,0,0,8,-1.099312534,13.41775466,-6.812445099,-5.776353167,-9.210340372,-9.210340372,24.54972363,-1.256020017,-0.842640162,-1.256263598,-1.707484338,-0.999172229,-0.405170307,0,1,0,0,0,Africa,Eastern Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.177330873
1998,DJI,Djibouti,0.385,699355,0.002,0.003,0.0,0.0,46924305312.0,2002,2002,2016,0,0,0,9,-0.954252238,13.45791376,-6.165817934,-5.776353167,-9.210340372,-9.210340372,24.57180162,-1.19985201,-0.824842617,-1.008277584,-1.707484338,-0.999172229,-0.398706071,0,1,0,0,0,Africa,Eastern Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.099312534
1999,DJI,Djibouti,0.385,724228,0.002,0.003,0.0,0.0,48883458096.0,2002,2002,2016,0,0,0,10,-0.954252238,13.49286154,-6.165817934,-5.776353167,-9.210340372,-9.210340372,24.6127049,-1.19985201,-0.809354606,-1.008277584,-1.707484338,-0.999172229,-0.386729954,0,1,0,0,0,Africa,Eastern Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.954252238
2000,DJI,Djibouti,0.366,747326,0.001,0.003,0.0,0.0,50241038224.0,2002,2002,2016,0,0,0,11,-1.004848759,13.52425678,-6.812445099,-5.776353167,-9.210340372,-9.210340372,24.64009802,-1.219443213,-0.795440993,-1.256263598,-1.707484338,-0.999172229,-0.37870949,0,1,0,0,0,Africa,Eastern Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.954252238
2001,DJI,Djibouti,0.366,771313,0.001,0.003,0.0,0.0,52144369440.0,2002,2002,2016,0,0,0,12,-1.004848759,13.55584954,-6.812445099,-5.776353167,-9.210340372,-9.210340372,24.67728204,-1.219443213,-0.781439847,-1.256263598,-1.707484338,-0.999172229,-0.36782234,0,1,0,0,0,Africa,Eastern Africa,Low,developing,1,0,0,0,0,0,Lower middle income,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.004848759
2002,DJI,Djibouti,0.399,795577,0.002,0.003,0.0,0.0,53833709888.0,2002,2002,2016,1,1,0,13,-0.918543267,13.58682292,-6.165817934,-5.776353167,-9.210340372,-9.210340372,24.70916569,-1.186025333,-0.767713193,-1.008277584,-1.707484338,-0.999172229,-0.358487094,0,0,13,0,13,Africa,Eastern Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.004848759
2003,DJI,Djibouti,0.421,813528,0.002,0.003,0.0,0.0,56619654912.0,2002,2002,2016,1,1,0,14,-0.864884944,13.60913562,-6.165817934,-5.776353167,-9.210340372,-9.210340372,24.75962202,-1.165248586,-0.75782474,-1.008277584,-1.707484338,-0.999172229,-0.343713928,0,0,14,0,14,Africa,Eastern Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.918543267
2004,DJI,Djibouti,0.407,826132,0.001,0.004,0.0,0.0,60565310048.0,2002,2002,2016,1,1,0,15,-0.898696423,13.62450985,-6.812445099,-5.496768305,-9.210340372,-9.210340372,24.82698812,-1.178340545,-0.751011256,-1.256263598,-1.572790043,-0.999172229,-0.323989732,0,0,15,0,15,Africa,Eastern Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.864884944
2005,DJI,Djibouti,0.414,839173,0.001,0.004,0.0,0.0,64385952224.0,2002,2002,2016,1,1,0,16,-0.881647788,13.64017216,-6.812445099,-5.496768305,-9.210340372,-9.210340372,24.88816131,-1.171739236,-0.744070096,-1.256263598,-1.572790043,-0.999172229,-0.306078767,0,0,16,0,16,Africa,Eastern Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.898696423
2006,DJI,Djibouti,0.414,855767,0.001,0.004,0.0,0.0,69912866848.0,2002,2002,2016,1,1,0,17,-0.881647788,13.65975342,-6.812445099,-5.496768305,-9.210340372,-9.210340372,24.97051554,-1.171739236,-0.735392155,-1.256263598,-1.572790043,-0.999172229,-0.281966182,0,0,17,0,17,Africa,Eastern Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.881647788
2007,DJI,Djibouti,0.462,874531,0.001,0.004,0.0,0.0,77009336480.0,2002,2002,2016,1,1,0,18,-0.771973961,13.68144302,-6.812445099,-5.496768305,-9.210340372,-9.210340372,25.0671925,-1.12927303,-0.725779848,-1.256263598,-1.572790043,-0.999172229,-0.253660028,0,0,18,0,18,Africa,Eastern Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.881647788
2008,DJI,Djibouti,0.498,892739,0.002,0.004,0.0,0.0,90527582400.0,2002,2002,2016,1,1,0,19,-0.696954419,13.70204954,-6.165817934,-5.496768305,-9.210340372,-9.210340372,25.22892042,-1.100225122,-0.716647535,-1.008277584,-1.572790043,-0.999172229,-0.206307535,0,0,19,0,19,Africa,Eastern Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.771973961
2009,DJI,Djibouti,0.443,911523,0.001,0.004,0.0,0.0,95052590880.0,2002,2002,2016,1,1,0,20,-0.813959801,13.72287211,-6.812445099,-5.496768305,-9.210340372,-9.210340372,25.27769616,-1.145530139,-0.707419478,-1.256263598,-1.572790043,-0.999172229,-0.192026431,0,0,20,0,20,Africa,Eastern Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.696954419
2010,DJI,Djibouti,0.517,930251,0.002,0.004,0.0,0.0,102174000000.0,2002,2002,2016,1,1,0,21,-0.659519,13.74320972,-6.165817934,-5.496768305,-9.210340372,-9.210340372,25.34994318,-1.085729957,-0.698406339,-1.008277584,-1.572790043,-0.999172229,-0.170873148,0,0,21,0,21,Africa,Eastern Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.813959801
2011,DJI,Djibouti,0.315,948566,0.001,0.004,0.0,0.0,112072000000.0,2002,2002,2016,1,1,0,22,-1.15486523,13.76270665,-6.812445099,-5.496768305,-9.210340372,-9.210340372,25.44240406,-1.277530274,-0.689765771,-1.256263598,-1.572790043,-0.999172229,-0.143801426,0,0,22,0,22,Africa,Eastern Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.659519
2012,DJI,Djibouti,0.297,966753,0.001,0.004,0.0,0.0,122339000000.0,2002,2002,2016,1,1,0,23,-1.213686497,13.78169831,-6.812445099,-5.496768305,-9.210340372,-9.210340372,25.53005923,-1.300306136,-0.681349124,-1.256263598,-1.572790043,-0.999172229,-0.118136771,0,0,23,0,23,Africa,Eastern Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.15486523
2013,DJI,Djibouti,0.384,984832,0.001,0.004,0.0,0.0,183683000000.0,2002,2002,2016,1,1,0,24,-0.956852344,13.80022635,-6.812445099,-5.496768305,-9.210340372,-9.210340372,25.93647817,-1.200858782,-0.673137947,-1.256263598,-1.572790043,-0.999172229,0.000859075,0,0,24,0,24,Africa,Eastern Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.213686497
2014,DJI,Djibouti,0.414,1002720,0.001,0.004,0.0,0.0,199084000000.0,2002,2002,2016,1,1,0,25,-0.881647788,13.81822687,-6.812445099,-5.496768305,-9.210340372,-9.210340372,26.01699329,-1.171739236,-0.665160552,-1.256263598,-1.572790043,-0.999172229,0.024433185,0,0,25,0,25,Africa,Eastern Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.956852344
2015,DJI,Djibouti,0.505,1020315,0.001,0.004,0.0,0.0,217868000000.0,2002,2002,2016,1,1,0,26,-0.68299885,13.83562196,-6.812445099,-5.496768305,-9.210340372,-9.210340372,26.10715436,-1.094821462,-0.657451466,-1.256263598,-1.572790043,-0.999172229,0.050831544,0,0,26,0,26,Africa,Eastern Africa,Low,developing,1,0,0,0,1,0,Lower middle income,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.881647788
2016,DJI,Djibouti,0.428,1037660,0.001,0.004,0.0,0.0,234090000000.0,2002,2002,2016,1,1,1,27,-0.848398466,13.85247874,-6.812445099,-5.496768305,-9.210340372,-9.210340372,26.17897248,-1.158864947,-0.64998095,-1.256263598,-1.572790043,-0.999172229,0.071859252,1,0,27,27,27,Africa,Eastern Africa,Low,developing,1,0,0,0,1,1,Lower middle income,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.68299885
2017,DJI,Djibouti,0.414,1054842,0.001,0.004,0.0,0.0,248251000000.0,2002,2002,2016,1,1,1,28,-0.881647788,13.86890155,-6.812445099,-5.496768305,-9.210340372,-9.210340372,26.23770804,-1.171739236,-0.642702756,-1.256263598,-1.572790043,-0.999172229,0.0890565,1,0,28,28,28,Africa,Eastern Africa,Low,developing,1,0,0,0,1,1,Lower middle income,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.848398466
2018,DJI,Djibouti,0.475,1071886,0.001,0.004,0.0,0.0,261817000000.0,2002,2002,2016,1,1,1,29,-0.744229971,13.88493027,-6.812445099,-5.496768305,-9.210340372,-9.210340372,26.29090987,-1.118530431,-0.635599214,-1.256263598,-1.572790043,-0.999172229,0.104633523,1,0,29,29,29,Africa,Eastern Africa,Low,developing,1,0,0,0,1,1,Lower middle income,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.881647788
2019,DJI,Djibouti,0.543,1088708,0.001,0.004,0.0,0.0,277564000000.0,2002,2002,2016,1,1,1,30,-0.610461814,13.90050223,-6.812445099,-5.496768305,-9.210340372,-9.210340372,26.34931619,-1.066734791,-0.628698098,-1.256263598,-1.572790043,-0.999172229,0.121734373,1,0,30,30,30,Africa,Eastern Africa,Low,developing,1,0,0,0,1,1,Lower middle income,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.744229971
2020,DJI,Djibouti,0.463,1105194,0.001,0.004,0.0,0.0,286158000000.0,2002,2002,2016,1,1,1,31,-0.769812265,13.91553144,-6.812445099,-5.496768305,-9.210340372,-9.210340372,26.37980925,-1.128436012,-0.622037514,-1.256263598,-1.572790043,-0.999172229,0.130662471,1,0,31,31,31,Africa,Eastern Africa,Low,developing,1,0,0,0,1,1,Lower middle income,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.610461814
1991,DMA,Dominica,0.059,69321,0.0,0.0,0.0,0.0,582559712.0,2006,2006,2016,0,0,0,2,-2.828524355,11.14650317,-9.210340372,0.0,-9.210340372,-9.210340372,20.18294225,-1.925578712,-1.849203963,-2.175873112,1.075362372,-0.999172229,-1.683725021,0,1,0,0,0,America,Caribbean,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-2.828524355
1992,DMA,Dominica,0.059,69342,0.0,0.0,0.0,0.0,614998304.0,2006,2006,2016,0,0,0,3,-2.828524355,11.14680606,-9.210340372,0.0,-9.210340372,-9.210340372,20.23713007,-1.925578712,-1.849069728,-2.175873112,1.075362372,-0.999172229,-1.66785931,0,1,0,0,0,America,Caribbean,High,developing,1,0,0,0,0,0,Upper middle income,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-2.828524355
